"id","cycle","setting1","setting2","setting3","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","ttf"
"78","82","0.0018","0.0001","100","518.67","642.23","1580.34","1392.83","14.62","21.61","554.45","2388.03","9055.41","1.3","47.04","522.45","2388.02","8150.14","84.199","0.03","392","2388","100","38.92","23.496","149"
"78","83","-0.0005","-0.0005","100","518.67","642.12","1590.83","1391.58","14.62","21.61","554","2388.03","9058.02","1.3","47.23","522.2","2388.02","8138.88","84.25","0.03","391","2388","100","38.95","23.482","148"
"78","84","0.0001","0.0002","100","518.67","642.09","1581.32","1402.33","14.62","21.61","554.33","2388","9057.02","1.3","47.15","522.59","2388.05","8138.53","84.209","0.03","391","2388","100","38.95","23.314","147"
"78","85","0.0014","0","100","518.67","641.98","1585.81","1399.85","14.62","21.61","554.4","2388.02","9063.35","1.3","47.41","522.28","2387.99","8140.51","84.08","0.03","391","2388","100","39.15","23.423","146"
"78","86","0.0002","-0.0002","100","518.67","642.72","1585.99","1402.95","14.62","21.61","554.4","2387.95","9055.32","1.3","47.13","522.75","2388.04","8138.85","83.908","0.03","391","2388","100","39.23","23.465","145"
"78","87","-0.0038","0.0002","100","518.67","642.37","1584.91","1398.11","14.62","21.61","554.41","2388.02","9058.8","1.3","47.3","521.95","2387.99","8141.08","84.093","0.03","392","2388","100","39","23.460","144"
"78","88","0.0022","0","100","518.67","642.6","1589.02","1395.69","14.62","21.61","554.6","2387.99","9062.64","1.3","47.12","522.05","2388.02","8142.14","84.175","0.03","391","2388","100","38.98","23.311","143"
"78","89","0.0014","0.0004","100","518.67","641.93","1588.07","1401.71","14.62","21.61","554.19","2388","9059.09","1.3","47.3","522.58","2388.05","8142.19","83.578","0.03","392","2388","100","39.09","23.310","142"
"78","90","-0.0021","0.0003","100","518.67","642.49","1586.05","1407.61","14.62","21.61","554.87","2388.03","9053.01","1.3","47.43","521.62","2387.97","8132.16","84.242","0.03","392","2388","100","39.08","23.427","141"
"78","91","0.0006","0.0001","100","518.67","641.76","1587.4","1396.73","14.62","21.61","553.81","2388.08","9054.85","1.3","47.38","522.45","2387.97","8140.26","83.434","0.03","393","2388","100","39.08","23.410","140"
"78","92","0.0005","0.0004","100","518.67","642.37","1585.87","1399.05","14.62","21.6","554.18","2388.07","9058.28","1.3","47.14","522.58","2388.01","8144.78","84.164","0.03","392","2388","100","38.91","23.430","139"
"78","93","-0.0016","0.0001","100","518.67","641.81","1575.74","1400.36","14.62","21.6","553.62","2388.04","9060.9","1.3","47.21","522.02","2388.02","8137.23","84.083","0.03","393","2388","100","38.96","23.364","138"
"78","94","0.0016","-0.0002","100","518.67","642.29","1586.88","1399.23","14.62","21.61","554.24","2387.98","9057.75","1.3","47.27","522.35","2387.96","8135.45","84.748","0.03","392","2388","100","39.11","23.501","137"
"78","95","0.0026","0.0004","100","518.67","642.09","1580.71","1395.9","14.62","21.61","554.62","2387.98","9061.69","1.3","47.2","522.26","2388.02","8138.09","84.218","0.03","392","2388","100","39.05","23.422","136"
"78","96","0.0003","0.0001","100","518.67","641.95","1585.83","1404.09","14.62","21.61","554.31","2388.02","9060.03","1.3","47.4","522.11","2388.05","8144.4","84.199","0.03","394","2388","100","38.98","23.494","135"
"78","97","0.0018","-0.0003","100","518.67","642.5","1581.51","1398.16","14.62","21.61","554.1","2388.04","9060.38","1.3","47.3","522.15","2388.03","8143.48","84.174","0.03","391","2388","100","38.94","23.401","134"
"78","98","-0.0027","0.0001","100","518.67","642.19","1576.65","1399.66","14.62","21.61","553.95","2388.01","9061.95","1.3","47.23","522.25","2388","8145.45","84.21","0.03","393","2388","100","38.84","23.412","133"
"78","99","0.0004","-0.0001","100","518.67","641.79","1583.97","1399.98","14.62","21.61","555.34","2388.02","9063.92","1.3","47.11","522.05","2388.02","8142.63","84.057","0.03","392","2388","100","38.94","23.476","132"
"78","100","0.0023","-0.0002","100","518.67","641.5","1586.11","1401.7","14.62","21.61","554.16","2388.03","9057.73","1.3","47.19","522.13","2388.02","8148.96","84.152","0.03","393","2388","100","38.83","23.376","131"
"78","101","0.0027","0","100","518.67","642.69","1583.12","1397.89","14.62","21.61","554.27","2387.97","9050.9","1.3","47.2","522.16","2388.02","8141.68","84.184","0.03","391","2388","100","38.93","23.446","130"
"78","102","0.0002","0.0002","100","518.67","642.34","1585.71","1396.87","14.62","21.61","554.26","2388.04","9060.89","1.3","47.28","522.22","2388.01","8139.21","84.188","0.03","392","2388","100","38.94","23.505","129"
"78","103","0.0006","-0.0005","100","518.67","642.7","1583.29","1401.61","14.62","21.61","554.22","2388.06","9059.4","1.3","47.29","521.74","2388.04","8141.12","83.99","0.03","393","2388","100","39","23.398","128"
"78","104","-0.0011","0.0004","100","518.67","641.72","1586.81","1396.57","14.62","21.61","554.26","2388.03","9058.83","1.3","47.4","522.91","2388.01","8140.9","83.999","0.03","392","2388","100","38.98","23.323","127"
"78","105","0.0008","0.0002","100","518.67","642.66","1584.55","1400.37","14.62","21.61","554.01","2387.98","9056.1","1.3","47.44","522.56","2388.05","8146.23","83.838","0.03","391","2388","100","38.88","23.343","126"
"78","106","-0.0042","0.0002","100","518.67","642.4","1587.69","1398.42","14.62","21.61","554.41","2388.01","9065","1.3","47.35","521.93","2387.97","8136.86","84.113","0.03","391","2388","100","38.84","23.320","125"
"78","107","-0.0019","-0.0004","100","518.67","641.7","1579.04","1397.81","14.62","21.6","553.94","2388.06","9058.84","1.3","47.29","522.07","2388.01","8143.55","83.939","0.03","392","2388","100","39.01","23.439","124"
"78","108","0.0007","0.0002","100","518.67","641.9","1581.3","1396.87","14.62","21.61","554.22","2388.06","9057.67","1.3","47.1","522.02","2388.05","8141.06","83.718","0.03","392","2388","100","38.93","23.470","123"
"78","109","-0.006","0","100","518.67","641.91","1580.32","1403.96","14.62","21.61","554.67","2388.01","9058.8","1.3","47.42","522.51","2388.03","8144.8","84.023","0.03","393","2388","100","39.01","23.366","122"
"78","110","-0.0021","-0.0002","100","518.67","642.41","1586.47","1400.21","14.62","21.61","554.24","2388.05","9056.02","1.3","47.35","522.29","2388.03","8143.21","84.048","0.03","392","2388","100","39","23.441","121"
"78","111","-0.0031","-0.0004","100","518.67","642.04","1587.48","1407.24","14.62","21.61","554.5","2388.01","9058.64","1.3","47.29","521.77","2387.98","8145.83","84.077","0.03","391","2388","100","39.12","23.347","120"
"78","112","-0.0014","0.0003","100","518.67","642.58","1589.46","1408.6","14.62","21.61","554.16","2388.06","9064.01","1.3","47.27","522.66","2388","8142.61","84.317","0.03","393","2388","100","39.01","23.415","119"
"78","113","-0.0015","0.0004","100","518.67","642.87","1586.97","1397.83","14.62","21.61","553.92","2387.98","9059.16","1.3","47.04","522.81","2388.04","8146.17","83.933","0.03","391","2388","100","38.85","23.477","118"
"78","114","-0.0006","-0.0002","100","518.67","642.58","1582.74","1401.24","14.62","21.61","554.36","2388.09","9053.66","1.3","47.1","521.71","2388.1","8140.49","84.343","0.03","391","2388","100","38.87","23.359","117"
"78","115","-0.0012","-0.0002","100","518.67","642.43","1590.86","1392.88","14.62","21.61","553.69","2388.05","9059.74","1.3","47.37","522.45","2388.02","8144.98","84.079","0.03","392","2388","100","39.13","23.330","116"
"78","116","0.0003","0.0004","100","518.67","642.06","1588.22","1400.17","14.62","21.61","553.42","2388.01","9063.36","1.3","47.2","522.05","2388.01","8136.42","83.83","0.03","392","2388","100","38.88","23.308","115"
"78","117","0.001","0.0004","100","518.67","641.81","1585.26","1396.06","14.62","21.61","554.94","2388.05","9059.54","1.3","47.38","521.83","2388.01","8140.81","83.748","0.03","389","2388","100","39.12","23.380","114"
"78","118","-0.0032","0.0003","100","518.67","642.28","1581.92","1397.99","14.62","21.61","553.27","2388.1","9054.81","1.3","47.52","522.1","2388","8137.79","84.341","0.03","393","2388","100","38.97","23.392","113"
"78","119","-0.0026","-0.0004","100","518.67","642.58","1579.99","1394.26","14.62","21.61","553.56","2388.04","9068.86","1.3","47.15","521.95","2387.99","8141.09","84.218","0.03","392","2388","100","38.97","23.388","112"
"78","120","-0.0011","-0.0004","100","518.67","642.17","1584.44","1391.51","14.62","21.61","554.37","2388.03","9062.63","1.3","47.18","521.75","2388.08","8146.98","84.048","0.03","393","2388","100","39.06","23.361","111"
"78","121","-0.0008","-0.0004","100","518.67","642.35","1581.19","1400.04","14.62","21.61","554.37","2388.04","9062.73","1.3","47.19","521.29","2388.02","8145.1","84.363","0.03","391","2388","100","38.99","23.294","110"
"78","122","0.0012","-0.0001","100","518.67","642.31","1584.89","1398.27","14.62","21.61","554.64","2388.04","9065.39","1.3","47.29","522.49","2388.04","8146.45","84.211","0.03","392","2388","100","38.88","23.244","109"
"78","123","0.0002","0.0002","100","518.67","642.09","1577.55","1405.09","14.62","21.61","554.04","2387.99","9057.52","1.3","47.38","521.99","2388.02","8145.58","84.231","0.03","393","2388","100","38.95","23.330","108"
"78","124","0.0009","0","100","518.67","642.23","1587.56","1398.14","14.62","21.61","553.97","2388","9065.61","1.3","47.24","522.33","2388.05","8151.05","84.01","0.03","392","2388","100","38.96","23.371","107"
"78","125","0.0026","-0.0001","100","518.67","642.45","1588.88","1401.99","14.62","21.61","554.18","2387.97","9066.82","1.3","47.35","522.17","2388","8147.41","84.329","0.03","393","2388","100","38.97","23.302","106"
"78","126","-0.0016","-0.0002","100","518.67","642.51","1582.6","1404.81","14.62","21.61","553.94","2388.06","9058.88","1.3","47.43","522.26","2387.99","8139.84","83.846","0.03","394","2388","100","38.88","23.258","105"
"78","127","0.0034","0.0003","100","518.67","642.74","1578.88","1397.96","14.62","21.61","553.73","2388.04","9061.63","1.3","47.33","522.37","2388","8139.58","84.133","0.03","392","2388","100","39.15","23.392","104"
"78","128","0.0005","0.0003","100","518.67","642.07","1589.93","1400.63","14.62","21.61","553.46","2388.07","9063.34","1.3","47.35","522.09","2388.05","8144.76","84.113","0.03","392","2388","100","38.88","23.420","103"
"78","129","-0.0026","-0.0001","100","518.67","641.98","1587.68","1398.81","14.62","21.6","553.88","2388.08","9064.47","1.3","47.08","522.08","2388.03","8138.7","83.897","0.03","392","2388","100","38.82","23.439","102"
"78","130","0.0032","0.0002","100","518.67","642.43","1586.05","1401.55","14.62","21.61","553.73","2388.04","9059.03","1.3","47.39","521.92","2388.02","8140.34","84.271","0.03","392","2388","100","38.9","23.320","101"
"78","131","-0.0008","-0.0003","100","518.67","642.14","1579.85","1398.44","14.62","21.61","555.19","2388.08","9055.64","1.3","47.44","522.16","2388","8140.34","84.304","0.03","391","2388","100","38.81","23.432","100"
"78","132","-0.0015","-0.0004","100","518.67","642.5","1587.02","1402.59","14.62","21.61","554.22","2388.01","9063.4","1.3","47.28","522.42","2388","8144.79","84.427","0.03","392","2388","100","38.9","23.304","99"
"78","133","-0.0005","0.0003","100","518.67","642.15","1584.59","1400.57","14.62","21.61","554.36","2388.01","9056.56","1.3","47.4","522.18","2388.01","8139.14","84.393","0.03","393","2388","100","39.04","23.380","98"
"78","134","-0.0037","-0.0005","100","518.67","642.41","1595.16","1396.56","14.62","21.61","554.01","2388.02","9062.43","1.3","47.39","522.01","2388.03","8142.39","84.452","0.03","390","2388","100","39.16","23.283","97"
"78","135","0.0007","0.0005","100","518.67","642.29","1579.77","1395","14.62","21.61","554.22","2388.02","9056.23","1.3","47.27","522.37","2388.07","8147.77","84.307","0.03","392","2388","100","39.06","23.354","96"
"78","136","-0.0004","-0.0005","100","518.67","642.68","1593.67","1402.16","14.62","21.61","554.41","2388.07","9066.59","1.3","47.17","522.02","2388","8142.64","84.315","0.03","392","2388","100","38.93","23.324","95"
"78","137","-0.0031","-0.0004","100","518.67","642.2","1588.61","1409.95","14.62","21.61","553.8","2388.06","9064.99","1.3","47.35","522.18","2388","8146.47","83.643","0.03","393","2388","100","38.92","23.310","94"
"78","138","0.002","-0.0004","100","518.67","642.34","1584.42","1402.32","14.62","21.6","554.21","2388.08","9059.58","1.3","47.34","521.8","2388.02","8150.7","84.149","0.03","393","2388","100","39.02","23.367","93"
"78","139","0.0019","-0.0004","100","518.67","642.45","1583.62","1404.32","14.62","21.61","554.29","2388.05","9062.6","1.3","47.27","521.58","2388.04","8143.14","84.278","0.03","392","2388","100","38.94","23.352","92"
"78","140","0.0022","0.0004","100","518.67","642.39","1585.01","1407.66","14.62","21.61","553.56","2388.08","9059.24","1.3","47.37","521.97","2388.13","8149.17","84.23","0.03","391","2388","100","38.77","23.321","91"
"78","141","0.0001","0.0003","100","518.67","642.26","1592.69","1400.58","14.62","21.61","554.59","2388.02","9066.69","1.3","47.36","522.37","2388.02","8142.65","84.092","0.03","393","2388","100","38.95","23.278","90"
"78","142","0.0032","-0.0002","100","518.67","642.48","1579.28","1402.28","14.62","21.61","553.94","2388.04","9061.85","1.3","47.25","521.85","2388.07","8145.3","84.222","0.03","392","2388","100","38.98","23.375","89"
"78","143","0.0049","-0.0002","100","518.67","642.29","1588.2","1401.61","14.62","21.61","553.92","2387.97","9063.91","1.3","47.32","521.69","2388.07","8148.9","84.329","0.03","392","2388","100","38.97","23.277","88"
"78","144","-0.0014","0","100","518.67","642.9","1589.73","1408.29","14.62","21.61","553.55","2387.99","9062.49","1.3","47.37","521.97","2388.05","8144.7","83.975","0.03","392","2388","100","38.98","23.308","87"
"78","145","0.0007","0.0004","100","518.67","642.3","1591.72","1401.5","14.62","21.61","553.82","2388.09","9062.07","1.3","47.42","521.81","2388.06","8143.63","84.059","0.03","393","2388","100","38.78","23.308","86"
"78","146","-0.0003","0","100","518.67","642.29","1591.29","1398.76","14.62","21.61","554.19","2388.03","9071.9","1.3","47.35","522.22","2388.01","8144.24","84.153","0.03","392","2388","100","39.07","23.384","85"
"78","147","0.0006","0.0004","100","518.67","642.16","1584.68","1404.29","14.62","21.61","554.4","2388.06","9068.02","1.3","47.27","521.56","2388.01","8148.22","84.27","0.03","392","2388","100","38.86","23.427","84"
"78","148","0.0015","0.0002","100","518.67","642.6","1582.93","1403.41","14.62","21.6","554","2388.02","9064.72","1.3","47.48","522.13","2388.06","8145.3","83.919","0.03","391","2388","100","39.01","23.292","83"
"78","149","0.002","0","100","518.67","642.82","1583.95","1403.59","14.62","21.61","554.73","2388.05","9060.68","1.3","47.45","521.64","2388.05","8141.17","84.381","0.03","391","2388","100","38.86","23.350","82"
"78","150","0.0007","0","100","518.67","642.2","1594.49","1401.2","14.62","21.61","553.76","2388.05","9070.1","1.3","47.12","521.36","2388.03","8140.75","84.218","0.03","392","2388","100","38.83","23.332","81"
"78","151","0.0027","-0.0004","100","518.67","642.32","1580.65","1411.26","14.62","21.61","554.63","2388.03","9065.64","1.3","47.4","521.55","2388.08","8141.77","84.406","0.03","392","2388","100","38.89","23.346","80"
"78","152","-0.0016","0","100","518.67","642.04","1591.17","1398.44","14.62","21.61","553.92","2388.06","9060.86","1.3","47.37","521.88","2388.04","8146.03","84.322","0.03","392","2388","100","39.06","23.425","79"
"78","153","-0.0008","0","100","518.67","642.41","1585.18","1404.44","14.62","21.61","553.48","2388.03","9060.87","1.3","47.45","521.53","2388.08","8145.46","84.368","0.03","393","2388","100","38.65","23.316","78"
"78","154","0.0011","0","100","518.67","642.47","1585.71","1404.26","14.62","21.61","553.83","2388.04","9059.31","1.3","47.37","522.16","2388.05","8142.94","83.947","0.03","391","2388","100","38.87","23.301","77"
"78","155","0.0029","-0.0002","100","518.67","642.53","1588.23","1404.33","14.62","21.61","553.84","2388.12","9072.93","1.3","47.57","521.77","2388.1","8140.86","84.562","0.03","392","2388","100","38.86","23.421","76"
"78","156","0.0043","-0.0003","100","518.67","642.54","1578.55","1401.77","14.62","21.61","553.53","2388.06","9066.52","1.3","47.42","521.98","2388.1","8141.02","84.08","0.03","391","2388","100","38.93","23.311","75"
"78","157","-0.0015","-0.0003","100","518.67","642.64","1589.6","1406.25","14.62","21.61","554.2","2388.06","9066.88","1.3","47.31","521.9","2388.08","8143.45","83.962","0.03","393","2388","100","38.91","23.317","74"
"78","158","0","0.0004","100","518.67","642.33","1584.5","1408.57","14.62","21.61","553.78","2388.04","9062.65","1.3","47.23","522.27","2388.08","8143.86","84.206","0.03","392","2388","100","38.92","23.398","73"
"78","159","0.0031","0.0001","100","518.67","642.81","1593.32","1409.57","14.62","21.61","554.07","2388.06","9071.72","1.3","47.39","521.38","2388.05","8146.48","84.199","0.03","394","2388","100","38.76","23.315","72"
"78","160","-0.0024","0.0004","100","518.67","642.86","1591.46","1399.41","14.62","21.61","553.62","2388.05","9068.58","1.3","47.56","521.49","2388.11","8142.62","84.567","0.03","393","2388","100","38.89","23.259","71"
"78","161","-0.004","-0.0002","100","518.67","642.27","1589.57","1407.09","14.62","21.61","553.56","2388.03","9072","1.3","47.46","522.16","2388.04","8142.97","84.043","0.03","393","2388","100","38.85","23.247","70"
"78","162","0.0029","0","100","518.67","641.87","1587.83","1401.03","14.62","21.61","553.8","2388.03","9065.36","1.3","47.44","521.71","2388.07","8145.88","84.071","0.03","394","2388","100","38.95","23.274","69"
"78","163","0.0038","-0.0003","100","518.67","642.6","1589.06","1408.58","14.62","21.61","553.37","2388.05","9064.6","1.3","47.62","521.32","2388.05","8148.49","84.208","0.03","393","2388","100","38.76","23.347","68"
"78","164","-0.0029","0","100","518.67","642.28","1590.37","1411.14","14.62","21.61","553.68","2388.04","9071.03","1.3","47.37","521.62","2388.04","8145.77","84.341","0.03","393","2388","100","39","23.284","67"
"78","165","0.0034","-0.0003","100","518.67","642.77","1591.73","1410.16","14.62","21.61","554.59","2388.06","9067.73","1.3","47.51","522.03","2388.09","8145.44","84.39","0.03","393","2388","100","38.78","23.304","66"
"78","166","-0.0044","0.0002","100","518.67","642.89","1593.78","1397.17","14.62","21.61","553.53","2388.07","9072.35","1.3","47.49","521.61","2388.12","8143.95","84.398","0.03","392","2388","100","38.87","23.196","65"
"78","167","-0.0034","-0.0005","100","518.67","642.73","1586.11","1407.23","14.62","21.61","552.51","2388.05","9079.35","1.3","47.38","521.92","2388.09","8147.15","84.243","0.03","391","2388","100","38.97","23.346","64"
"78","168","-0.0002","0.0002","100","518.67","642.17","1583.08","1410.55","14.62","21.61","553.74","2388.05","9066.69","1.3","47.57","521.52","2388.1","8140.85","84.674","0.03","393","2388","100","38.73","23.310","63"
"78","169","0.0033","0","100","518.67","642.39","1592.26","1415.63","14.62","21.61","554","2388.06","9067.83","1.3","47.45","521.46","2388.08","8147.45","84.284","0.03","393","2388","100","38.84","23.319","62"
"78","170","-0.0012","0","100","518.67","642.5","1596.75","1405.41","14.62","21.61","552.86","2388.08","9073.1","1.3","47.48","521.37","2388.08","8145.98","84.114","0.03","394","2388","100","38.77","23.212","61"
"78","171","-0.0023","-0.0004","100","518.67","642.76","1588","1404.6","14.62","21.61","553.41","2388.08","9069.83","1.3","47.3","521.49","2388.11","8145.63","84.298","0.03","393","2388","100","38.71","23.378","60"
"78","172","-0.0006","0.0004","100","518.67","642.53","1585.42","1401.5","14.62","21.61","553.47","2388.07","9069.26","1.3","47.47","521.34","2388.06","8155.46","84.856","0.03","393","2388","100","38.92","23.255","59"
"78","173","-0.0036","-0.0002","100","518.67","642.11","1587.56","1417.13","14.62","21.61","553.98","2388.07","9076.12","1.3","47.65","521.68","2388.04","8148.52","84.457","0.03","394","2388","100","38.74","23.293","58"
"78","174","0.0017","0","100","518.67","642.74","1587.1","1404.92","14.62","21.61","553.22","2388.09","9068.64","1.3","47.35","521.79","2388.01","8144.91","84.573","0.03","394","2388","100","38.83","23.220","57"
"78","175","0.0038","0.0002","100","518.67","642.96","1593.69","1408","14.62","21.61","553.01","2388.11","9070.34","1.3","47.5","521.71","2388.08","8147.77","84.5","0.03","393","2388","100","38.82","23.198","56"
"78","176","0.003","0.0004","100","518.67","642.44","1594.83","1409.28","14.62","21.61","553","2388.12","9070.54","1.3","47.35","521.69","2388.09","8151.97","84.546","0.03","392","2388","100","38.98","23.417","55"
"78","177","0.0019","0.0003","100","518.67","642.52","1591.31","1409.43","14.62","21.61","553.48","2388.13","9064.8","1.3","47.53","521.21","2388.05","8147.73","84.238","0.03","394","2388","100","38.74","23.363","54"
"78","178","0.0034","-0.0001","100","518.67","642.7","1594.99","1403.64","14.62","21.61","553.22","2388.05","9069.74","1.3","47.43","521.17","2388.09","8146.13","84.404","0.03","394","2388","100","38.95","23.384","53"
"78","179","-0.0005","0.0004","100","518.67","643.22","1584.8","1418.53","14.62","21.61","553.68","2388.07","9064.2","1.3","47.49","521.3","2388.11","8142.42","84.35","0.03","393","2388","100","38.71","23.265","52"
"78","180","0.0009","0","100","518.67","642.75","1593.12","1411.99","14.62","21.61","551.6","2388.11","9070.98","1.3","47.69","521.22","2388.1","8150.88","84.6","0.03","393","2388","100","38.81","23.228","51"
"78","181","0.0025","-0.0002","100","518.67","642.8","1595.24","1409.75","14.62","21.61","553.05","2388.11","9073.96","1.3","47.63","521.43","2388.08","8147.1","84.505","0.03","392","2388","100","38.56","23.126","50"
"78","182","-0.0013","-0.0005","100","518.67","643.13","1591.25","1410.41","14.62","21.61","553.66","2388.11","9073.03","1.3","47.66","521.01","2388.1","8144.48","84.566","0.03","394","2388","100","38.77","23.280","49"
"78","183","-0.0041","0.0003","100","518.67","642.96","1596.74","1408.73","14.62","21.61","553.57","2388.12","9066.46","1.3","47.55","520.89","2388.12","8145.61","84.753","0.03","394","2388","100","38.73","23.354","48"
"78","184","0.0015","0.0003","100","518.67","642.82","1591.95","1412.38","14.62","21.61","553.15","2388.1","9075.62","1.3","47.77","521.69","2388.1","8147.71","84.44","0.03","394","2388","100","38.57","23.206","47"
"78","185","-0.0047","-0.0002","100","518.67","642.61","1592.09","1411.93","14.62","21.61","553.01","2388.09","9076.09","1.3","47.56","521.16","2388.1","8146.44","84.186","0.03","392","2388","100","38.91","23.413","46"
"78","186","0","0.0004","100","518.67","642.83","1590.4","1413.42","14.62","21.61","552.48","2388.13","9067.98","1.3","47.64","521.19","2388.11","8145.28","84.719","0.03","395","2388","100","38.77","23.207","45"
"78","187","0.0007","0.0001","100","518.67","642.5","1591.34","1419.49","14.62","21.61","552.98","2388.13","9076.54","1.3","47.77","521.79","2388.07","8147.46","84.833","0.03","393","2388","100","38.68","23.215","44"
"78","188","-0.0033","0.0001","100","518.67","642.76","1592.48","1419.84","14.62","21.61","553.74","2388.12","9066.01","1.3","47.64","520.72","2388.13","8152.41","84.562","0.03","395","2388","100","38.81","23.193","43"
"78","189","-0.0024","-0.0003","100","518.67","642.62","1588.96","1412","14.62","21.61","553.57","2388.1","9072.91","1.3","47.53","520.95","2388.09","8146.81","84.912","0.03","394","2388","100","38.77","23.258","42"
"78","190","-0.0025","0.0003","100","518.67","642.96","1591.33","1403.35","14.62","21.61","553.1","2388.08","9073.56","1.3","47.59","521.15","2388.07","8150.15","84.673","0.03","394","2388","100","38.88","23.113","41"
"78","191","0.0019","-0.0001","100","518.67","642.89","1585.86","1412.22","14.62","21.61","552.2","2388.14","9075.96","1.3","47.68","521.03","2388.06","8150.85","84.731","0.03","392","2388","100","38.56","23.229","40"
